Departure,Average,Ratio,Class
5:00AM,65,1.0,1
5:15AM,65,1.0,1
5:30AM,64,0.9846153846153847,1
5:45AM,63,0.9692307692307692,1
6:00AM,62,0.9538461538461539,1
6:15AM,60,0.9230769230769231,1
6:30AM,59,0.9076923076923077,1
6:45AM,57,0.8769230769230769,1
7:00AM,59,0.9076923076923077,1
7:15AM,60,0.9230769230769231,1
7:30AM,59,0.9076923076923077,1
7:45AM,58,0.8923076923076924,1
8:00AM,59,0.9076923076923077,1
8:15AM,61,0.9384615384615385,1
8:30AM,61,0.9384615384615385,1
8:45AM,62,0.9538461538461539,1
9:00AM,62,0.9538461538461539,1
9:15AM,62,0.9538461538461539,1
9:30AM,62,0.9538461538461539,1
9:45AM,62,0.9538461538461539,1
10:00AM,62,0.9538461538461539,1
10:15AM,62,0.9538461538461539,1
10:30AM,63,0.9692307692307692,1
10:45AM,63,0.9692307692307692,1
11:00AM,62,0.9538461538461539,1
11:15AM,62,0.9538461538461539,1
11:30AM,62,0.9538461538461539,1
11:45AM,62,0.9538461538461539,1
12:00PM,61,0.9384615384615385,1
12:15PM,60,0.9230769230769231,1
12:30PM,61,0.9384615384615385,1
12:45PM,62,0.9538461538461539,1
1:00PM,62,0.9538461538461539,1
1:15PM,61,0.9384615384615385,1
1:30PM,62,0.9538461538461539,1
1:45PM,62,0.9538461538461539,1
2:00PM,62,0.9538461538461539,1
2:15PM,62,0.9538461538461539,1
2:30PM,63,0.9692307692307692,1
2:45PM,63,0.9692307692307692,1
3:00PM,62,0.9538461538461539,1
3:15PM,61,0.9384615384615385,1
3:30PM,61,0.9384615384615385,1
3:45PM,60,0.9230769230769231,1
4:00PM,59,0.9076923076923077,1
4:15PM,54,0.8307692307692308,1
4:30PM,52,0.8,1
4:45PM,50,0.7692307692307693,1
5:00PM,49,0.7538461538461538,1
5:15PM,48,0.7384615384615385,1.33
5:30PM,47,0.7230769230769231,1.33
5:45PM,49,0.7538461538461538,1
6:00PM,52,0.8,1
6:15PM,55,0.8461538461538461,1
6:30PM,59,0.9076923076923077,1
6:45PM,62,0.9538461538461539,1
